,v_ref,t_setup_bg,t_setup_gm,p_supply
51,1.2096926852542822,1.5738900743591863e-06,1.1288020895924676e-08,-0.0013038453669643913
52,0.09081467151977518,-4.4099894103006264e-10,7.657046257384813e-09,-0.0005606545898488257
53,0.062160797460020976,-4.6066384495696387e-10,9.237530176075156e-09,-0.00046161382587748753
54,0.06393390975398233,-4.597256302947925e-10,1.0073067575743612e-08,-0.00043242176180016917
55,0.12824600404968983,-4.199334914982477e-10,1.3808375458333813e-08,-0.00038954338789388754
56,1.2060951761287986,2.1059943235799665e-06,6.747950150038949e-09,-0.0016456544704834407
57,1.2070978562363146,2.8077364305647012e-06,8.293022344133612e-09,-0.0015268819730880655
58,0.2687745895993918,-3.2607195225290714e-10,8.871433259773844e-09,-0.0007565294260456487
59,0.3281113733602724,-2.783143420002976e-10,1.2094111527797566e-08,-0.0006692573810161222
60,1.2063015735041431,1.1371839611735867e-06,6.014802273208956e-09,-0.0019881535686306446
61,1.2073190642625655,1.3879046442088821e-06,7.273236389152609e-09,-0.0018294492687911325
62,1.2070270472686848,1.5222842804151465e-06,7.989100262542598e-09,-0.0017683905416147922
63,1.2022726891293307,1.4496911053631026e-06,1.1045614557291836e-08,-0.001567124485764301
64,0.09989599350813186,-4.348037502115396e-10,7.574067877047603e-09,-0.0005698247264059498
65,0.0642673717080397,-4.592518771212797e-10,9.296912531029895e-09,-0.0004628865427289571
66,0.06572113383155477,-4.585406777410149e-10,1.0064512260891185e-08,-0.00043416136868389707
67,0.13075398675179048,-4.1832779030004945e-10,1.3811460864864412e-08,-0.0003912069275857044
68,1.2083704952624825,2.0153382290382055e-06,6.774404283433835e-09,-0.0016466979726392555
69,1.2116478354886622,2.6281820408829346e-06,8.290085345351235e-09,-0.0015299145019881358
70,1.2123565513062116,2.9563767072124813e-06,8.868725204529294e-09,-0.0014813229307281783
71,1.209880184977599,2.9658226416867696e-06,1.2027260938351168e-08,-0.0013334838764887983
72,1.208579551546007,1.091499667427204e-06,6.04983957605639e-09,-0.001991053707525535
73,1.2118729498622032,1.2937607619654605e-06,7.326454346671211e-09,-0.0018331025225666756
74,1.212588895427761,1.4018333566105741e-06,7.983958802227611e-09,-0.00177304753453615
75,1.2113665208147664,1.3454958209087505e-06,1.104883111551182e-08,-0.0015746470422393724
76,1.2044225066315486,2.6771425560604574e-06,7.654033996897889e-09,-0.0011574341743560235
77,0.11359227866894538,-4.2825535260801785e-10,9.157219112309403e-09,-0.00047562450245811457
78,0.10617076416072516,-4.3341578080959326e-10,1.0050596224628537e-08,-0.0004421949544158173
79,0.2016012103653244,-3.686983617757503e-10,1.37479719260702e-08,-0.00040836792197186395
80,1.2047343865241207,1.6534833411513067e-06,6.725424961554189e-09,-0.0014400974181883114
81,1.2058999622522635,1.8411729333181238e-06,8.256750691442483e-09,-0.0013267961110374961
82,1.2057052913008224,1.925509032224099e-06,8.853446419556498e-09,-0.0012791193797810484
83,1.201375274827455,1.6742007461825084e-06,1.2056579248945996e-08,-0.0011377749413176215
84,1.2049417882829583,9.470316043268328e-07,6.000059249351971e-09,-0.0017574715778294035
85,1.2061178652567792,9.174881158252825e-07,7.144622752879737e-09,-0.0016060133953302485
86,1.20592532627096,8.981049090160634e-07,7.968557803038974e-09,-0.0015484646255971256
87,1.201563609655097,6.698135065893125e-07,1.0979348814569748e-08,-0.001355640410160154
88,1.2060151052724781,2.5944110712782873e-06,7.659718337951892e-09,-0.0011588930985667143
89,0.1329519579506905,-4.1566422345207654e-10,9.190849773617823e-09,-0.0004860541272461173
90,0.11605231383431332,-4.269918745467759e-10,1.0035939216288713e-08,-0.00044837245140219204
91,0.21684946655455875,-3.571278696226462e-10,1.374774049529003e-08,-0.00041657845383716665
92,1.2063300915801758,1.6125628684797417e-06,6.7409549640315825e-09,-0.0014420445850479905
93,1.2095690632937721,1.7512742766127054e-06,8.257445178707374e-09,-0.0013290293829948036
94,1.2103193151217644,1.8078616915127833e-06,8.861604062083819e-09,-0.001281962433629735
95,1.2094260091553894,1.529276081561858e-06,1.2072203712160896e-08,-0.001142663288203858
96,1.2065394122806188,9.297043720585437e-07,6.029326689024164e-09,-0.001759585049049312
97,1.209790052689744,8.77216196453881e-07,7.209205904469799e-09,-0.0016080458226427935
98,1.210543095941584,8.441768740294133e-07,7.967361555978762e-09,-0.00155147568784942
99,1.2096215178880354,5.949250003346321e-07,1.0980754728613392e-08,-0.0013608913151367686
100,0.04328421076125008,-4.732255629319319e-10,7.669212305900776e-09,-0.000500767077928342
101,0.031565035539217565,-4.806911426548871e-10,9.299613882137761e-09,-0.00041095133442084936
102,0.03305915333832094,-4.798939552105663e-10,1.0155685117191505e-08,-0.0003856778384396371
103,0.07498152038536676,-4.5488958584817485e-10,1.3900348385024362e-08,-0.00033200911919910694
104,1.2060841496015546,2.6030558873799005e-06,6.74250401681728e-09,-0.0016015409009713115
105,0.1359148236488905,-4.23183002254357e-10,8.322305045709082e-09,-0.0006695033911543639
106,0.11905602530258626,-4.332934119347725e-10,8.947145671367291e-09,-0.0006072806950911683
107,0.1674412760130974,-4.0552021154985643e-10,1.2258452306436352e-08,-0.0005241287394708869
108,1.2062963292865707,1.483454156349126e-06,6.021096099362314e-09,-0.0019315888849341103
109,1.207319555703239,1.9172477295353484e-06,7.259509884395881e-09,-0.001780512649111173
110,1.2070297111028243,2.1558564857642693e-06,8.035733899143464e-09,-0.0017229972618569176
111,1.2023085718261375,2.308806906684037e-06,1.110725633952696e-08,-0.001531775945153416
112,0.04494535203385507,-4.721923866132474e-10,7.657857150653716e-09,-0.0005031810796712135
113,0.03216162245269203,-4.803246171740654e-10,9.309772718112245e-09,-0.00041144079642789396
114,0.03359802861578217,-4.795645876891092e-10,1.0153915907000453e-08,-0.0003860676554511496
115,0.07594300360214776,-4.5428896270236143e-10,1.3898496461985146e-08,-0.0003315853820418395
116,1.2083594302407672,2.498517996918499e-06,6.751017474193304e-09,-0.0016036317706556434
117,0.1503049522689075,-4.1365800706872464e-10,8.321507809880678e-09,-0.00068026626164753
118,0.1264522757374525,-4.2906620725759137e-10,8.953586935881167e-09,-0.0006126500363017559
119,0.17303835975318585,-4.0174528031447034e-10,1.2239660248063042e-08,-0.0005283466407998619
120,1.2085741706826951,1.4277299060185426e-06,6.0237688478259094e-09,-0.0019338677838280525
121,1.2118734282321235,1.802447269841804e-06,7.2242568670604734e-09,-0.0017828259520966804
122,1.2125915583965179,2.007794660052787e-06,8.034876343888844e-09,-0.0017278007738787018
123,1.2114027051316785,2.1738090777542e-06,1.1108774311602958e-08,-0.0015393875327232875
124,0.07750895086936689,-4.519463756919866e-10,7.66817369121788e-09,-0.0005042589254415547
125,0.04519113380872291,-4.727277569332546e-10,9.215871999462617e-09,-0.00040905290964438697
126,0.046566785008537906,-4.720487708502163e-10,1.0129222930360537e-08,-0.0003844628549696982
127,0.10504386945764844,-4.3734947140714864e-10,1.3832930255697409e-08,-0.0003345161982302774
128,1.2047354871281597,2.0638941085427974e-06,6.732210289034698e-09,-0.0013976170068229312
129,1.2059055068157425,2.4712340858765017e-06,8.279383244083824e-09,-0.0012953451894769368
130,1.2057121486272313,2.6725068253602274e-06,8.916368460522083e-09,-0.0012450473651080386
131,1.2013991648482814,2.7443316805951133e-06,1.2198212110645494e-08,-0.0011132186468370956
132,1.2049461681125009,1.2258853778635175e-06,6.013758261461348e-09,-0.0017036018560324035
133,1.206128265805434,1.3197517418613146e-06,7.183601572800447e-09,-0.0015556589223637497
134,1.2059378466492612,1.3636325165773853e-06,8.008746310571255e-09,-0.0015045618610752076
135,1.2016059119725742,1.2269787775873816e-06,1.1027749699264318e-08,-0.0013207717369625826
136,0.09070933900963712,-4.434775892395642e-10,7.665022991905634e-09,-0.0005151084778760415
137,0.046891452223337536,-4.716807238180387e-10,9.258908577945086e-09,-0.0004102835783091883
138,0.048057577656928356,-4.711330538435923e-10,1.0124174457208467e-08,-0.0003855374294895985
139,0.1079914184837972,-4.3555293188943007e-10,1.3835589750690848e-08,-0.0003360554141820464
140,1.2063312271611735,2.0137505975768908e-06,6.738144957246476e-09,-0.0013984756720180002
141,1.2095746252266333,2.3643443841574605e-06,8.268712804558712e-09,-0.0012960501870831814
142,1.2103261970261496,2.532288697815808e-06,8.938793155692215e-09,-0.0012479247913601546
143,1.209450029384668,2.555439967723298e-06,1.22029087538962e-08,-0.0011180526580942623
144,1.2065437594579296,1.203163640886641e-06,6.019687206448743e-09,-0.0017050198520565316
145,1.2098006699920596,1.2649662450451284e-06,7.336369259897682e-09,-0.0015582911652856325
146,1.210555728327456,1.2915699226446147e-06,8.012576612676326e-09,-0.0015075601086728253
147,1.2096642422938189,1.1185539749499761e-06,1.1025225164840582e-08,-0.001325708786474703
148,0.37006029390219103,-1.5030482332873252e-10,7.306542818196591e-09,-0.000783652690237391
149,0.10133627372904401,-4.3397610037140056e-10,8.927601910798985e-09,-0.0005103964260834174
150,0.10002729250056992,-4.352348795271085e-10,9.77543976814379e-09,-0.00047970567967479635
151,0.17841394054154527,-3.800338942813133e-10,1.3255270374939897e-08,-0.0004375944778645606
152,1.2060880693848546,1.7395456845082597e-06,6.412875379071744e-09,-0.0016753741594800844
153,1.2070876148630951,2.24569341767129e-06,7.738843767752596e-09,-0.0015597625475599248
154,1.2067897309899314,2.508005781720627e-06,8.569176111559035e-09,-0.0015068397212997268
155,1.2020342005588966,2.291518310813026e-06,1.1856964827762498e-08,-0.0013495193487414832
156,1.2062932068509904,9.138982541854329e-07,5.734006464684722e-09,-0.002034176127814209
157,1.2073057127947255,1.0492056668438221e-06,6.984033347759957e-09,-0.0018716249592710269
158,1.2070100056828592,1.1332837342337136e-06,7.873876954060015e-09,-0.0018029468130003018
159,1.2022100598083827,1.0175271455167033e-06,1.2404724757964272e-08,-0.0015965432931121031
160,1.2080400338269783,2.8697622792537165e-06,7.313474618932116e-09,-0.0013699798555322773
161,0.10725322712971104,-4.298906141692526e-10,8.884442831691332e-09,-0.0005151115846430147
162,0.10438109509098087,-4.3225556409195287e-10,9.770645680851275e-09,-0.00048278121423313964
163,0.18339257473370352,-3.7595336384765234e-10,1.3241398710657301e-08,-0.00044084801182483064
164,1.2083634522413007,1.6621720823375199e-06,6.433000506207736e-09,-0.001677106148077687
165,1.2116374157856142,2.0920514585143304e-06,7.750052089997148e-09,-0.0015623975794535226
166,1.2123467259423677,2.3105064952170836e-06,8.583985167525665e-09,-0.0015112385395242268
167,1.2111193205400728,2.1607478879282152e-06,1.1885627589535092e-08,-0.0013563777370500358
168,1.2085710730891999,8.749884220514717e-07,5.766762591212703e-09,-0.002036373789855817
169,1.2118590610297402,9.725076510187202e-07,7.009351325522659e-09,-0.0018740966856598583
170,1.2125715116403892,1.0363583085893893e-06,7.878096813531567e-09,-0.0018073778056004663
171,1.2113029662163683,9.336057579177954e-07,1.2391391648103564e-08,-0.0016047174869408996
172,1.204416424563298,2.283085552335776e-06,7.283635501469551e-09,-0.001185658334097598
173,1.2055349989769377,2.7542660157670227e-06,8.892084852194619e-09,-0.0010988948799806604
174,1.1960728545509176,2.9831874566474596e-06,9.721632957854636e-09,-0.0010629183273145463
175,1.2009121622881693,2.758634506481925e-06,1.3156214968949838e-08,-0.000960636812761054
176,1.2047256657656455,1.3770012243529774e-06,6.38688607177556e-09,-0.0014676290950645717
177,1.2058882034184804,1.4460328088680057e-06,7.70506630716962e-09,-0.0013590093199751408
178,1.2056916431822347,1.4610831904724378e-06,8.518793831299802e-09,-0.0013082997281122373
179,1.2013384253361805,1.14520776353885e-06,1.1745732853547013e-08,-0.0011588813690885068
180,1.2049347163711561,7.857692763974837e-07,5.7448089331486904e-09,-0.0018009728944947047
181,1.2061059661530675,6.903692565508005e-07,6.981610966083895e-09,-0.0016469868403541897
182,1.2059102202174772,6.55194036344078e-07,7.795542251448936e-09,-0.001581451076214752
183,1.2015092051956366,4.254672119320583e-07,1.0650318325210195e-08,-0.0013878285784491194
184,1.2060090343590402,2.212429047117056e-06,7.275150344135225e-09,-0.00118674324907542
185,1.209199192756154,2.613666665004088e-06,8.86514991932417e-09,-0.0011017478663350234
186,1.2099272114815471,2.7991114272340365e-06,9.716732359958682e-09,-0.0010701818960684062
187,1.2089534798481443,2.5678505483360275e-06,1.3165297065012073e-08,-0.000964821769530783
188,1.2063213164255093,1.344287502538007e-06,6.3982120268994406e-09,-0.001468812360870895
189,1.209557132602162,1.3734328327754158e-06,7.710513962885682e-09,-0.0013612027048302724
190,1.21030548055584,1.3660446286901017e-06,8.522229183362131e-09,-0.0013112448410772476
191,1.2093887426628056,1.0327662422902926e-06,1.1739298047417453e-08,-0.0011637219649071081
192,1.2065322018541034,7.767296053589063e-07,5.747877461054681e-09,-0.0018019947048361845
193,1.2097779106798219,6.623130000447923e-07,6.9910333299693345e-09,-0.0016489958166823577
194,1.2105277060307464,6.151628905355365e-07,7.805937203979106e-09,-0.0015840463635559319
195,1.209566284853638,3.706634865238161e-07,1.0529475699919898e-08,-0.001393018204835506
